0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
0.5504643,-0.60686666,-0.29060745,-0.7114652,0.8270749,-0.74510944,-0.87093794,0.06786161,-0.9577059,0.63994145,0.72533,-0.668478,0.85056096,-0.7065762,0.9266348,-0.59788626,-0.00070630223,0.698116,-0.19037852,0.62671375,0.6252738,0.090846315,-0.8434217,0.5219986,-0.24404927,0.62677205,-0.9307343,-0.0794421,-0.6701435,0.70887387,0.97750455,0.68141806,0.7463379,-0.37029794,-0.19908145,0.09615712,0.10720646,0.37689957,0.82625175,0.3063017,-0.4412774,0.5672852,-0.63800454,0.5926814,0.7621252,-0.8216685,-0.42953515,-0.21220274,-0.87080103,0.7016989,-0.6435323,0.5811341,-0.3840695,-0.55004776,0.73473036,-0.81971824,0.64818114,-0.83091944,-0.91438925,-0.782135,-0.7558435,0.8940148,0.74689746,0.9147041,-0.37320405,-0.070828326,-0.5306904,0.55223423,-0.76459265,0.14600593,0.98065627,0.023646168,0.71792233,0.0070250826,-0.74131095,-0.06852648,0.618322,-0.45052454,-0.032780778,0.7011033,-0.5777992,-0.57079965,0.8853972,0.4490711,-0.9053012,-0.35849875,0.8320011,0.24351096,0.5781261,0.21786115,-0.18170966,-0.6954051,0.73128855,0.78672934,-0.94626844,-0.17663428,-0.37213117,-0.013663232,-0.52195245,0.07221645,0.4419418,0.952698,-0.6835387,-0.87705266,0.55912477,-0.8776127,-0.95497763,0.65942323,0.80999666,0.60224247,0.12942196,0.6547076,-0.6720092,0.5015498,0.9728666,-0.7028315,0.0062629264,-0.7979291,-0.6546822,0.6894717,0.44098526,0.2240141,-0.70947766,0.8156602,0.76079243,-0.4125511,0.40200296,-0.30422705,1.0
0.530363,-0.5920009,-0.28313792,-0.7003227,0.82867646,-0.73616093,-0.8681433,0.07490623,-0.95366913,0.6245822,0.7148084,-0.66257423,0.8477824,-0.6943536,0.92271554,-0.6093007,0.014340369,0.6942867,-0.17720583,0.56843483,0.61500466,0.0919462,-0.8330052,0.5136828,-0.2375212,0.61230314,-0.9311512,-0.08136717,-0.6532918,0.69588697,0.97399724,0.68210655,0.70836097,-0.36470324,-0.20380598,0.09677024,0.110563606,0.37302363,0.8232045,0.31695592,-0.43406802,0.5573361,-0.6210791,0.6084049,0.74693096,-0.8046435,-0.42523426,-0.11287475,-0.8622517,0.6908979,-0.6283331,0.5796211,-0.37485355,-0.5447849,0.72443134,-0.8142311,0.64064074,-0.8242801,-0.9070162,-0.774345,-0.7473318,0.8694614,0.74535453,0.882633,-0.3672586,-0.07003038,-0.5184648,0.55033714,-0.75460047,0.12595782,0.9795497,0.023847949,0.74844575,0.007050992,-0.7299908,-0.053371936,0.6226312,-0.44396573,-0.036770698,0.6939386,-0.55970764,-0.5648695,0.885435,0.4464562,-0.9031397,-0.34217277,0.83101976,0.24380016,0.5440358,0.18107317,-0.25526273,-0.66225076,0.72471964,0.77510387,-0.94281197,-0.17146719,-0.36940867,-0.0048663816,-0.51326895,0.069690034,0.43404257,0.9526699,-0.6751995,-0.87213004,0.52055407,-0.87451595,-0.953144,0.6578592,0.79784524,0.5773518,0.122361414,0.6160693,-0.6673169,0.4974895,0.9680873,-0.68762285,0.0032730596,-0.7853247,-0.6344175,0.6926265,0.43898296,0.22780581,-0.6934661,0.8044023,0.75992703,-0.40077633,0.40175793,-0.29931152,1.0
0.49174494,-0.5394126,-0.22929592,-0.6305758,0.7476569,-0.6899442,-0.79979193,0.07539146,-0.8424628,0.57993424,0.66698664,-0.60509187,0.7681476,-0.6381641,0.8266499,-0.6208642,0.032828778,0.64025325,-0.150894,0.46324688,0.568623,0.07855432,-0.76609874,0.46899283,-0.2087262,0.5675179,-0.90833414,-0.085420966,-0.550808,0.59877086,0.8654243,0.6660496,0.6484965,-0.31744203,-0.19532487,0.12393358,0.11428921,0.33716458,0.7745533,0.29161662,-0.38104558,0.48246378,-0.5620128,0.563151,0.6732738,-0.72249055,-0.41673982,-0.040902223,-0.78414667,0.59834117,-0.5803523,0.536,-0.33516875,-0.5088339,0.6293149,-0.71371555,0.610495,-0.7548635,-0.816717,-0.7034948,-0.7061275,0.72343856,0.6778929,0.7951686,-0.3494317,-0.060736742,-0.47443715,0.49604666,-0.6995731,0.08119467,0.8902747,0.0404867,0.68819547,-0.0021369199,-0.6850823,-0.041853208,0.56094325,-0.37932366,-0.06461606,0.6270633,-0.52750885,-0.5256422,0.8039923,0.43289363,-0.8218224,-0.33989868,0.74417746,0.24519345,0.46241945,0.13477448,-0.26268387,-0.5480566,0.6754639,0.7302329,-0.867671,-0.15722746,-0.33075905,-0.0047178105,-0.4657122,0.039406992,0.36608338,0.8932678,-0.63218975,-0.8110237,0.44072056,-0.79012,-0.87834585,0.5912099,0.72815704,0.5307732,0.11692427,0.49213094,-0.606256,0.47439858,0.8695469,-0.64086354,0.0012236168,-0.73056304,-0.5540252,0.5938666,0.4122407,0.22049302,-0.6141176,0.74546766,0.70843136,-0.3610004,0.37971926,-0.2808743,1.0
0.49166495,-0.5312873,-0.257633,-0.62052757,0.75693345,-0.68283963,-0.78757554,0.07842416,-0.84063506,0.555708,0.63422704,-0.6174681,0.7723497,-0.63470984,0.82652867,-0.36535972,0.015624832,0.6400574,-0.14981568,0.5059597,0.5651432,0.08938302,-0.77810204,0.4593094,-0.21296799,0.5674776,-0.90197206,-0.09133454,-0.57774025,0.63061965,0.8502704,0.66508996,0.6389586,-0.3403932,-0.19908762,0.11493631,0.12035659,0.34449095,0.7725162,0.32466137,-0.35812885,0.5008799,-0.5613774,0.5799153,0.6882404,-0.7199864,-0.41926032,-0.11464351,-0.7813774,0.626993,-0.57778156,0.5301424,-0.34619033,-0.50763726,0.6419914,-0.6984088,0.59589195,-0.770511,-0.82913536,-0.6943542,-0.70477897,0.7545222,0.6877006,0.72931683,-0.34500992,-0.059067145,-0.48776394,0.5059167,-0.70285404,0.05457049,0.8878733,0.04209581,0.72202176,0.0012598482,-0.6832419,-0.06649321,0.56253326,-0.40935844,-0.06611027,0.63052064,-0.5389856,-0.50364983,0.80669194,0.43765813,-0.80887234,-0.3344127,0.7618146,0.24296623,0.45063713,0.13852313,-0.1960538,-0.49791336,0.68072385,0.73481107,-0.86303216,-0.16174588,-0.33537322,-0.015456706,-0.46553138,0.070000984,0.37230095,0.89302385,-0.62334126,-0.8258712,0.42152554,-0.7886201,-0.87313485,0.60855365,0.7264855,0.5333845,0.11212736,0.5402337,-0.58436537,0.48356357,0.85201967,-0.61695546,0.0011138475,-0.70988685,-0.5202038,0.514001,0.42173418,0.24843146,-0.616166,0.74806446,0.7049764,-0.35653615,0.37273717,-0.28299296,1.0
0.3974854,-0.34554532,-0.027233355,-0.30639425,0.31470877,-0.45850417,-0.20037928,0.06012765,-0.18213445,0.35890353,0.42454112,-0.4416916,0.34475714,-0.37971425,0.21962611,-0.37109107,0.011255499,0.4012602,-0.08762674,0.26843572,0.40983027,-0.005383397,-0.534515,0.32857245,-0.105008624,0.40437782,-0.7463222,-0.08092281,-0.20868427,0.1819936,0.17393745,0.5669838,0.4329514,-0.16676871,-0.1701878,0.2671255,0.09961021,0.20973006,0.539091,0.14804691,-0.14470112,0.25043786,-0.39055085,0.6061013,0.36197722,-0.37558356,-0.40738758,0.07514394,-0.34868705,0.39354426,-0.41251147,0.3405888,-0.3687653,-0.31937772,0.14942227,-0.13966325,0.48208997,-0.56405675,-0.3934039,-0.3651626,-0.57183003,0.15496914,0.2628299,0.30807996,-0.3214386,-0.018412711,-0.239977,0.25577936,-0.44881415,-0.13740808,0.2693016,0.121991575,0.5084528,-0.06816042,-0.4467538,-0.06149423,0.19012493,-0.0910463,-0.2622697,0.31286597,-0.29980618,-0.3105595,0.24733703,0.36069387,-0.182702,-0.338359,0.24462274,0.27992874,0.25502652,0.09879147,-0.19158393,-0.14268568,0.40507153,0.561054,-0.39542088,-0.076455,-0.13543591,0.019843694,-0.25929925,-0.1297751,0.23521057,0.43424082,-0.52296495,-0.56229913,0.11312078,-0.31993932,-0.37176424,0.42663413,0.4470336,0.3581805,0.08218917,0.21191716,-0.3574375,0.3753715,0.25580704,-0.46912575,-0.020356506,-0.42748904,-0.42425913,0.14019278,0.31299788,0.38160148,-0.3848398,0.52260566,0.48152286,-0.14822598,0.29053724,-0.2219322,1.0
0.53921634,-0.58866715,-0.27300346,-0.6971655,0.82012874,-0.72918403,-0.8611641,0.06662163,-0.9457788,0.6149892,0.7223815,-0.6589256,0.8413137,-0.6776922,0.92115843,-0.6960729,-0.02444707,0.68228483,-0.17247345,0.5717479,0.6140529,0.092330895,-0.82723033,0.50903225,-0.23134604,0.6032042,-0.9286057,-0.08234358,-0.6265485,0.6839584,0.97011244,0.6824162,0.74230516,-0.34318984,-0.19886412,0.1453747,0.111591674,0.36440757,0.81703985,0.30986762,-0.43597502,0.5419381,-0.60698473,0.65588236,0.7413902,-0.8006943,-0.4254334,-0.016935384,-0.8492477,0.67595387,-0.6281752,0.57585025,-0.3995102,-0.539821,0.7278927,-0.8010005,0.64596975,-0.8071551,-0.9013269,-0.75916886,-0.7558749,0.8271955,0.7441645,0.8856493,-0.400354,-0.05533554,-0.5129589,0.5426649,-0.7559467,0.12168783,0.97497827,0.028405573,0.7634741,0.004180676,-0.73309547,-0.04989896,0.6114357,-0.42366117,-0.043171026,0.6888916,-0.571054,-0.5620105,0.8825031,0.44253907,-0.89824176,-0.378155,0.8280332,0.24730518,0.56886303,0.21787764,-0.29602206,-0.69807243,0.71968263,0.7827363,-0.9376062,-0.1623315,-0.34674808,0.0056923996,-0.5061084,0.06167158,0.4131171,0.9486687,-0.68318164,-0.8616736,0.49425513,-0.86323094,-0.95129025,0.63660026,0.79156554,0.57403624,0.1128693,0.5843748,-0.6633427,0.49363095,0.96696985,-0.69707894,0.0044595078,-0.7946003,-0.66062397,0.6915289,0.4370842,0.2563933,-0.70014405,0.804165,0.74933183,-0.39556116,0.4040497,-0.29069474,1.0
0.56354594,-0.6172643,-0.30025053,-0.7092735,0.8299817,-0.7430099,-0.87064344,0.06531012,-0.95545554,0.6387732,0.7358258,-0.67946565,0.84872746,-0.70983857,0.928051,-0.7009437,-0.017328784,0.6978402,-0.19966924,0.6263117,0.6307566,0.0894194,-0.8473458,0.53141576,-0.24429135,0.6333381,-0.93292797,-0.07563108,-0.6790512,0.7039017,0.97663057,0.67594445,0.76436865,-0.36165428,-0.20229664,0.13602115,0.103876874,0.37519222,0.8300526,0.30193907,-0.46950656,0.5718622,-0.63439876,0.62866807,0.7631207,-0.8188231,-0.43349177,-0.23113513,-0.87122065,0.7180168,-0.6491404,0.581806,-0.40908533,-0.5477215,0.74233234,-0.8237652,0.66641366,-0.83429724,-0.91548216,-0.7870805,-0.7686994,0.88416207,0.75282466,0.9130624,-0.3932578,-0.08235741,-0.5294353,0.5495063,-0.77708477,0.14774711,0.9808612,0.026425824,0.77894574,0.004890414,-0.74621725,-0.06511818,0.619349,-0.450114,-0.042247783,0.7011342,-0.5953996,-0.5845493,0.8852125,0.45542684,-0.90492904,-0.39087534,0.8359958,0.24045803,0.6134542,0.24166572,-0.25758472,-0.6930649,0.7332499,0.79643047,-0.9475601,-0.17582479,-0.35969865,-0.0044337837,-0.52075493,0.076676205,0.44362333,0.9542294,-0.69345516,-0.8761248,0.5261346,-0.8733263,-0.95642066,0.657162,0.81120074,0.59875375,0.13252221,0.64838856,-0.68571347,0.49663293,0.9706016,-0.7195794,0.0041159233,-0.8117262,-0.6861773,0.6967421,0.44306234,0.23831445,-0.71962816,0.8211439,0.7587019,-0.400271,0.40210134,-0.30726337,1.0
0.49400744,-0.5057676,-0.1814157,-0.5184269,0.5704193,-0.62839156,-0.5537576,0.06557892,-0.5259559,0.5225656,0.57667905,-0.6009815,0.5892756,-0.5611312,0.5521057,-0.22813255,0.002218137,0.5779928,-0.16417953,0.50621235,0.55111337,0.03597504,-0.69791687,0.4518553,-0.19403428,0.5429651,-0.8658355,-0.07117422,-0.50545526,0.4568473,0.5190066,0.6513494,0.60722375,-0.29614136,-0.19068289,0.18217117,0.0948605,0.31358403,0.716249,0.2178762,-0.32615936,0.42801043,-0.53813404,0.46853793,0.5726464,-0.5912287,-0.43732494,-0.2170392,-0.59861755,0.61023533,-0.5455621,0.47090214,-0.3911305,-0.4482159,0.43908384,-0.4462294,0.590413,-0.7147701,-0.6177419,-0.57708687,-0.6943774,0.4938622,0.50426525,0.5289426,-0.34136534,-0.06237421,-0.42309403,0.41261202,-0.62382686,0.0020407848,0.6030894,0.06253925,0.67257565,-0.02324094,-0.60645133,-0.09608316,0.44323027,-0.2719996,-0.13781919,0.5261265,-0.47133943,-0.47240818,0.6008513,0.4115506,-0.5302739,-0.3618418,0.5395171,0.2593103,0.4646389,0.21888775,-0.061154883,-0.38592067,0.5882412,0.6952343,-0.673472,-0.16087136,-0.26409936,-0.031009596,-0.41292384,0.005966386,0.3639855,0.7597225,-0.6130962,-0.7438487,0.3193578,-0.5858232,-0.67524016,0.5999756,0.6450343,0.49026233,0.1369568,0.4545519,-0.5633327,0.44706398,0.5628419,-0.58167434,-0.009285776,-0.62606096,-0.54371274,0.3410344,0.3941264,0.2925422,-0.58040047,0.6931167,0.6333196,-0.29194862,0.3537158,-0.29010645,1.0
0.58606434,-0.64493203,-0.2951785,-0.7424063,0.8287964,-0.7612892,-0.86345387,0.05830138,-0.9573708,0.6778642,0.7579345,-0.69578826,0.8548462,-0.7423476,0.9249499,-0.77641684,0.01049859,0.71758115,-0.21535634,0.69671035,0.65598047,0.0853647,-0.86515903,0.5397382,-0.25815535,0.65387046,-0.9322953,-0.0724513,-0.6823052,0.72539395,0.97353864,0.67628694,0.81153417,-0.37881684,-0.1935065,0.121231444,0.10048685,0.38692644,0.84768075,0.29151547,-0.49899548,0.5913553,-0.68144786,0.5865928,0.7761826,-0.8467549,-0.4310938,-0.3067395,-0.8813751,0.73717695,-0.6877054,0.5976403,-0.41185856,-0.55827975,0.74455047,-0.8307996,0.6825752,-0.8542284,-0.9215533,-0.814245,-0.7903682,0.91235924,0.749926,0.94428337,-0.4295112,-0.06954207,-0.5329894,0.5650662,-0.78736544,0.15694669,0.97716814,0.020457353,0.48419678,0.0041901576,-0.756672,-0.09340011,0.6244807,-0.45618922,-0.03605012,0.7227961,-0.6126779,-0.5792912,0.8822173,0.44854227,-0.9026648,-0.39142188,0.8315438,0.24406995,0.6326306,0.28702796,-0.10401982,-0.78537244,0.74146724,0.81206566,-0.9469874,-0.16473976,-0.39376184,-0.004617528,-0.5433085,0.05753101,0.44364804,0.95213085,-0.71816933,-0.889399,0.626601,-0.87845606,-0.9555649,0.68864024,0.8289891,0.6574428,0.120432526,0.7230513,-0.71887326,0.5094739,0.9747917,-0.74709487,0.005584426,-0.832997,-0.74519145,0.7652402,0.4456798,0.22450924,-0.7430006,0.8427197,0.7741748,-0.4213039,0.4201296,-0.30586565,1.0
0.5068412,-0.56108403,-0.27034575,-0.6754794,0.81574607,-0.7155553,-0.8640425,0.07570365,-0.9391508,0.6020063,0.6906651,-0.63458145,0.83470106,-0.67066646,0.9149097,-0.58514476,0.02099771,0.6739035,-0.16037464,0.5162266,0.59134305,0.09742308,-0.8072567,0.48626608,-0.23099762,0.593676,-0.9223113,-0.089423336,-0.60884285,0.6811079,0.9713568,0.67351985,0.7009137,-0.34831363,-0.19741178,0.11088273,0.118396625,0.35832343,0.80175734,0.32862484,-0.40075922,0.5270667,-0.59223485,0.5771336,0.72993577,-0.77307975,-0.41911876,-0.06766976,-0.8474141,0.64617074,-0.6043935,0.55877954,-0.34660155,-0.53083146,0.7075021,-0.79454136,0.6242578,-0.79301906,-0.8954575,-0.75187147,-0.7270311,0.82386565,0.7404586,0.8702179,-0.35764652,-0.062335357,-0.5070729,0.5382376,-0.7341293,0.105059296,0.975314,0.02782112,0.6898851,0.0062143053,-0.7160417,-0.05216298,0.60618556,-0.4360277,-0.04033598,0.6767756,-0.55911154,-0.54369295,0.87775505,0.4426155,-0.897679,-0.33870587,0.8242215,0.2400954,0.49262488,0.150103,-0.22256777,-0.61591184,0.7154769,0.75689995,-0.932473,-0.15873018,-0.35180902,-0.0074797617,-0.49360397,0.070106186,0.3956117,0.94401383,-0.6486542,-0.8523367,0.50055623,-0.8568897,-0.9459033,0.6134053,0.7697314,0.561083,0.11630657,0.5534237,-0.62779963,0.49475506,0.9584596,-0.6617992,0.0046396954,-0.77307814,-0.59884673,0.6261295,0.4318375,0.21708335,-0.6602124,0.78449285,0.7424722,-0.39446145,0.3903975,-0.28546414,1.0
