0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
-0.83158344,0.8392632,-0.079646066,0.8296787,-0.7956925,0.65668195,0.93141574,0.92699593,0.85403055,-0.5218914,0.6607311,-0.026754148,0.81450164,-0.93181384,-0.86713004,0.7212136,-0.09573938,0.7859347,-0.23240833,0.95109135,0.94274944,0.8465749,-0.6317572,-0.42857316,-0.037913267,0.81832904,-0.92072487,-0.46240824,0.980998,0.26099327,-0.6981823,-0.10123006,-0.9730974,-0.9246034,-0.9506129,0.9780646,-0.5082293,0.8508933,0.9396792,0.68432504,-0.43266982,0.6240751,-0.3635452,-0.84326947,-0.66489005,-0.91827357,-0.88941014,-0.7830886,-0.06747921,-0.3500835,-0.7169015,-0.038186688,0.8670092,0.67603934,0.83241373,0.9484872,0.62745476,-0.8094816,0.2623631,0.7699207,-0.7592034,-0.6857983,-0.93280613,-0.69211286,-0.116864204,-0.70395386,0.5201594,-0.83923227,-0.650454,-0.89108217,-0.65187347,0.792816,0.21489257,-0.9379451,0.8280766,-0.8449348,-0.5914249,0.0970096,0.7209005,-0.9290019,0.17309539,-0.00035166118,0.37020594,0.6982683,0.056747537,-0.5959703,-0.18581636,0.9121158,0.82661796,-0.45040318,-0.53130233,0.33691704,0.45777735,-0.49057105,0.7045593,0.4541286,0.8599131,-0.85642827,-0.29505694,0.94970477,-0.63518804,0.80238277,0.8225984,0.813699,0.7482134,-0.96578735,-0.9794061,-0.93535703,-0.22797796,0.8682255,-0.67488116,0.4916807,-0.65597117,0.013327241,0.7704012,-0.6010105,-0.57586086,0.36555615,0.3569029,-0.6479915,0.011239034,0.37940744,-0.43114397,0.95014507,0.8069781,0.76392287,-0.8120645,-0.8775065,1.0
-0.8166861,0.8191889,-0.07589477,0.82195944,-0.7526798,0.63868976,0.9188806,0.90938777,0.8481303,-0.5216911,0.6547664,-0.021050623,0.8069092,-0.9320378,-0.85881484,0.6790281,-0.09983074,0.76220363,-0.23325124,0.94657755,0.9445605,0.84456414,-0.6297309,-0.41613662,-0.038727324,0.8195281,-0.918947,-0.46917313,0.97631305,0.26894552,-0.6864002,-0.09236537,-0.97124195,-0.9073694,-0.9492627,0.9770839,-0.4976311,0.8400116,0.9356473,0.67608756,-0.42478555,0.63941175,-0.62863296,-0.83694357,-0.6437799,-0.9152992,-0.88646007,-0.76459754,-0.06835759,-0.36333227,-0.70545346,-0.041182704,0.8546104,0.6562784,0.802116,0.9430156,0.62353605,-0.8018912,0.24354449,0.77464193,-0.7344383,-0.6753194,-0.9313774,-0.63590443,-0.13790838,-0.6755359,0.51489615,-0.7840918,-0.624229,-0.88991106,-0.6351458,0.78589165,0.22122374,-0.93815833,0.8227264,-0.83513397,-0.6360408,0.0974185,0.7090087,-0.9236126,0.17865305,-0.0005587144,0.35450268,0.6783861,0.05769718,-0.5946685,-0.18836193,0.90087616,0.8135678,-0.4289477,-0.4553883,0.32608372,0.47747982,-0.48330653,0.6369469,0.47206083,0.85862345,-0.8512517,-0.32346725,0.9291192,-0.622286,0.7739975,0.8128104,0.8004275,0.743147,-0.955748,-0.97902197,-0.9349446,-0.22120121,0.86279064,-0.70725465,0.5417642,-0.6619527,0.013506932,0.7736942,-0.5832373,-0.5640024,0.36435604,0.35348198,-0.751953,0.015336421,0.3781264,-0.4181841,0.9351748,0.7839974,0.73988706,-0.80686784,-0.88107055,1.0
-0.73616743,0.7355387,-0.04741923,0.76401067,-0.668125,0.58097833,0.79914516,0.76647747,0.7547195,-0.46284688,0.48283628,-0.0104709845,0.7039938,-0.84666353,-0.7615285,0.5800433,-0.15270051,0.691306,-0.2419308,0.9179455,0.8454371,0.7342179,-0.56990623,-0.3407526,-0.04612702,0.7462591,-0.79366255,-0.43473053,0.84480596,0.24088204,-0.632892,-0.070823684,-0.84763145,-0.7681475,-0.821402,0.85198665,-0.46973085,0.7477755,0.8591496,0.59581304,-0.39336115,0.5706175,-0.49263796,-0.77021974,-0.57543296,-0.8809516,-0.7785475,-0.7010568,-0.06954063,-0.34368083,-0.6399175,-0.018941784,0.77311754,0.6019092,0.6802217,0.8221886,0.5880302,-0.72325706,0.21113372,0.6902344,-0.6280734,-0.6178336,-0.81923914,-0.52104676,-0.15438291,-0.63304293,0.45325106,-0.6878512,-0.5248716,-0.7665151,-0.5879016,0.69722015,0.21868363,-0.85886884,0.80538046,-0.7363988,-0.471583,0.07052963,0.6254477,-0.86401755,0.16766782,0.0043082912,0.34690768,0.614257,0.051132735,-0.5287756,-0.15817678,0.78290105,0.70044065,-0.37750053,-0.40775564,0.305848,0.39702064,-0.45064548,0.49760506,0.4560823,0.7857185,-0.73045594,-0.32468975,0.82462215,-0.5653797,0.6972211,0.7429552,0.7368541,0.7027702,-0.8225536,-0.8741669,-0.8521877,-0.15427752,0.77306896,-0.6190638,0.3679355,-0.5767809,-0.0020015528,0.7191216,-0.5024602,-0.5055097,0.29824123,0.28340226,-0.5614971,0.03196991,0.3643978,-0.40772757,0.8295393,0.6712184,0.65538335,-0.7002668,-0.86271137,1.0
-0.7815436,0.7936208,-0.04850235,0.79763454,-0.70067567,0.60409385,0.89879817,0.873066,0.80030286,-0.5157422,0.5472857,0.067839354,0.75467145,-0.90586746,-0.8164361,0.6784166,-0.12839586,0.72693187,-0.23776704,0.93477386,0.923474,0.8317375,-0.6326488,-0.38106784,-0.049230993,0.75241494,-0.8995092,-0.43870285,0.9601469,0.26241416,-0.6563825,-0.10883276,-0.9541113,-0.85269356,-0.93885916,0.93804777,-0.5009732,0.8186246,0.9261096,0.63312304,-0.47712532,0.62362295,-0.38630787,-0.80087775,-0.6218601,-0.89720714,-0.87754136,-0.7329643,-0.06288595,-0.37342247,-0.6910888,-0.045679238,0.8193876,0.6292658,0.747068,0.9281816,0.60163367,-0.7771068,0.22164972,0.7325896,-0.69482094,-0.64924544,-0.89331865,-0.58866024,-0.1074399,-0.64228106,0.49924403,-0.7728872,-0.59673107,-0.8676256,-0.60850704,0.7229852,0.24289596,-0.9137615,0.81968606,-0.76500946,-0.41856292,0.09980433,0.66343063,-0.9063603,0.19759862,0.0002676662,0.36453745,0.6646818,0.056430478,-0.5513727,-0.19816421,0.8813504,0.7920308,-0.4382311,-0.40033564,0.30908,0.42012602,-0.48926044,0.6049877,0.48314652,0.8312227,-0.81732786,-0.3099525,0.9064165,-0.5734017,0.7411946,0.77549833,0.7714002,0.718078,-0.9383842,-0.9652965,-0.9091228,-0.21303277,0.82990503,-0.63315374,0.47478187,-0.65598166,0.017298406,0.7298461,-0.52852327,-0.5251242,0.339669,0.25039077,-0.6753303,0.01700693,0.3686803,-0.43558267,0.9185478,0.7236818,0.6994249,-0.7095907,-0.87193745,1.0
-0.5291451,0.551445,-0.042549133,0.626776,-0.49605328,0.45399353,0.4166095,0.42153308,0.58305657,-0.23314548,0.3321072,0.0906846,0.45469895,-0.549864,-0.49902332,0.46536335,-0.28730807,0.5154808,-0.2455055,0.8190774,0.50903904,0.34162265,-0.36807373,-0.21346088,-0.08149365,0.5741174,-0.4769659,-0.33151698,0.4513746,0.16866913,-0.5093977,-0.019166125,-0.49000973,-0.4143905,-0.421778,0.4361269,-0.38167262,0.47437292,0.6360262,0.3800567,-0.20033337,0.44095868,-0.18095095,-0.59840906,-0.4359498,-0.7581039,-0.38949865,-0.51676285,-0.08541374,-0.36572245,-0.40790987,0.061405703,0.60465765,0.3930663,0.41584992,0.47668087,0.48927242,-0.52690864,0.03287562,0.6693325,-0.5012171,-0.536495,-0.50959253,-0.27187333,-0.18770215,-0.60450345,0.39762485,-0.42375168,-0.35031912,-0.39743665,-0.48966932,0.5629877,0.14996508,-0.5423775,0.75390923,-0.43794498,-0.13512354,-0.0425521,0.4260735,-0.72923493,0.10807055,0.024565406,0.30188584,0.43541086,0.039346583,-0.38958204,-0.0306243,0.5979545,0.36918437,-0.24093623,-0.32468218,0.2220656,0.3845064,-0.3119096,0.20256902,0.4877059,0.5357073,-0.39965266,-0.36801505,0.44347817,-0.47030002,0.546118,0.594288,0.58164537,0.6500288,-0.44569048,-0.45174992,-0.5784029,0.03211251,0.5470407,-0.48613602,0.18496571,-0.35416582,-0.047275208,0.6005732,-0.38902012,-0.39821514,0.09677634,0.1756722,-0.4315944,0.06308174,0.27330095,-0.42047268,0.57285035,0.42233193,0.5350461,-0.3724218,-0.80960053,1.0
-0.80209357,0.80630475,-0.070110016,0.81573594,-0.74328375,0.6304715,0.9068824,0.8898066,0.8340059,-0.51674956,0.5811214,-0.007953243,0.7967551,-0.92640656,-0.8487162,0.6624033,-0.10524351,0.75402105,-0.2378906,0.9462048,0.93793464,0.8440636,-0.62405187,-0.40070304,-0.039976303,0.8154172,-0.91289234,-0.4667491,0.96690446,0.26109284,-0.6816844,-0.09589547,-0.9651146,-0.8871723,-0.9479965,0.96992934,-0.49330586,0.83677906,0.9317797,0.6689106,-0.43587878,0.607529,-0.5036089,-0.8289437,-0.62340015,-0.911017,-0.8847881,-0.7541037,-0.069556236,-0.3624881,-0.7063372,-0.039837487,0.83768934,0.6640009,0.7702876,0.9376067,0.6104533,-0.792698,0.21519054,0.75113374,-0.71705925,-0.6699286,-0.9177345,-0.6079675,-0.14529528,-0.6829433,0.50913066,-0.76464677,-0.6013002,-0.88079005,-0.6351714,0.76973116,0.22100131,-0.9333153,0.82045674,-0.8184542,-0.59743124,0.096748,0.6911588,-0.9175555,0.17517415,-0.00044862967,0.35301945,0.67379504,0.056871925,-0.5786692,-0.183464,0.89216566,0.7977511,-0.404155,-0.44803628,0.3273192,0.4602121,-0.48491523,0.59216416,0.47083536,0.85542434,-0.83518976,-0.31781366,0.93082094,-0.6186853,0.7669492,0.8041398,0.79581827,0.73630905,-0.94090843,-0.9770215,-0.9285197,-0.21149199,0.85576886,-0.6823993,0.5077772,-0.65777504,0.012809549,0.7645862,-0.5707538,-0.5501748,0.3550599,0.33346906,-0.7021015,0.015718052,0.3763769,-0.42943582,0.9228366,0.7650909,0.7156513,-0.7972614,-0.8760641,1.0
-0.82244796,0.82971424,-0.06227571,0.8241569,-0.76968485,0.64078194,0.9209349,0.9049819,0.83636504,-0.5103142,0.5850993,-0.03778103,0.797005,-0.92598164,-0.85665095,0.698647,-0.10380446,0.7879863,-0.24083923,0.947789,0.9379595,0.843639,-0.633188,-0.4145817,-0.040374316,0.80427235,-0.9151788,-0.45540062,0.9766904,0.26189792,-0.6864897,-0.10659512,-0.97051764,-0.9122372,-0.9505811,0.9770171,-0.50100285,0.8455414,0.93585294,0.6760135,-0.44636288,0.6109814,-0.40263015,-0.8352164,-0.64117736,-0.91437894,-0.8873626,-0.76790506,-0.0648252,-0.3587797,-0.7067635,-0.039550353,0.8530381,0.6659961,0.7980173,0.94040346,0.62298113,-0.8002482,0.23720768,0.7528261,-0.7328997,-0.66813225,-0.9314623,-0.66543263,-0.120434046,-0.7030002,0.50991005,-0.8252369,-0.63728285,-0.8853693,-0.6354454,0.7803306,0.2219374,-0.9348227,0.826302,-0.82308656,-0.56456333,0.10067439,0.71031654,-0.92280227,0.17931019,-0.0002977721,0.36538327,0.6903668,0.06579076,-0.58842725,-0.19361609,0.9044729,0.8195693,-0.43672672,-0.5021063,0.33765793,0.42895445,-0.49040687,0.6900965,0.46632996,0.85534537,-0.84215826,-0.3093477,0.9502398,-0.6167377,0.7915055,0.8124033,0.802311,0.74340737,-0.9551057,-0.97643477,-0.9317019,-0.23381814,0.85304743,-0.67309785,0.46073455,-0.6556004,0.013458245,0.75765634,-0.584623,-0.5580672,0.36216453,0.35397452,-0.68296015,0.013068248,0.3845674,-0.44253626,0.9406211,0.78364134,0.7491277,-0.8034423,-0.88113725,1.0
-0.8348797,0.8528821,-0.079406075,0.83771884,-0.8296627,0.6581749,0.9080087,0.9026491,0.8643043,-0.5101199,0.6707302,-0.14906718,0.80851436,-0.9292143,-0.8608747,0.7652053,-0.0878549,0.8137651,-0.22690305,0.95246345,0.93418026,0.83200055,-0.6400716,-0.4519677,-0.034212347,0.82700056,-0.9122326,-0.47871977,0.9573662,0.2619655,-0.70429057,-0.10021054,-0.9510685,-0.91237223,-0.93337214,0.9554961,-0.5059132,0.8492651,0.9309476,0.69704795,-0.40211314,0.65048,-0.060381796,-0.8578237,-0.6464924,-0.92519164,-0.8707822,-0.7713699,-0.06767395,-0.35328943,-0.70298404,-0.0296602,0.87277573,0.6876877,0.8198816,0.93763936,0.6321206,-0.8042623,0.22244115,0.7769662,-0.79100513,-0.7092311,-0.9095777,-0.72115546,-0.11377105,-0.71594006,0.5346811,-0.8736709,-0.6957645,-0.8638256,-0.66106206,0.8202125,0.2029618,-0.93304336,0.8216416,-0.82294863,-0.5979248,0.08122878,0.73688346,-0.93191946,0.16382906,-4.27108e-05,0.37380102,0.70907694,0.07398583,-0.62553304,-0.17726432,0.93627095,0.80195564,-0.4361343,-0.5821321,0.3620194,0.42737404,-0.49093968,0.78448325,0.4576244,0.8614207,-0.83579475,-0.2919162,0.91666836,-0.6467211,0.83099586,0.83642894,0.81398237,0.75196433,-0.94150597,-0.9623413,-0.932321,-0.22971077,0.8660318,-0.68120426,0.5054894,-0.6432811,0.009385336,0.7781648,-0.64206994,-0.5846942,0.36046794,0.41835073,-0.6864339,0.009719596,0.36904252,-0.49287146,0.9341647,0.815642,0.80331415,-0.78033686,-0.87444365,1.0
-0.8749646,0.8908967,-0.080064446,0.85691744,-0.8791955,0.6852616,0.93877876,0.9503839,0.89501834,-0.5104349,0.7168472,-0.19352534,0.84133685,-0.94255847,-0.90300405,0.8356224,-0.07268037,0.85400933,-0.2317838,0.960622,0.9513577,0.8544586,-0.6496876,-0.48909795,-0.030126607,0.84197456,-0.93092954,-0.475712,0.9839815,0.25784126,-0.72724754,-0.09954179,-0.97701234,-0.95726407,-0.95459616,0.98163676,-0.52450645,0.8757172,0.9461723,0.7104621,-0.4004595,0.6512121,0.37142697,-0.87701553,-0.68194294,-0.9342203,-0.89110595,-0.83232677,-0.06462893,-0.32476285,-0.72677743,-0.030761953,0.9012597,0.7184622,0.8801314,0.95595795,0.6535875,-0.8286708,0.26440907,0.8060846,-0.8442211,-0.72907126,-0.9456085,-0.8219891,-0.041037906,-0.8041203,0.5392828,-0.9369027,-0.74802446,-0.8948177,-0.6925323,0.85320735,0.19387425,-0.95113635,0.8294128,-0.8831284,-0.7046166,0.07891744,0.77787685,-0.947969,0.16388598,-0.00013793414,0.4009381,0.74507576,0.06101267,-0.66193914,-0.18601891,0.96447515,0.84526837,-0.50742936,-0.6386921,0.38830563,0.46356598,-0.50008845,0.8045906,0.41632915,0.8752247,-0.8731234,-0.2639214,0.9690615,-0.6821066,0.8674329,0.8579476,0.85783666,0.7618749,-0.9748926,-0.97994834,-0.9494845,-0.22343594,0.89439386,-0.723832,0.5077718,-0.6495547,0.01039572,0.78629595,-0.6820229,-0.6099216,0.40284705,0.39837566,-0.43994218,0.004225526,0.37697172,-0.5064796,0.9643378,0.8750995,0.83914196,-0.84064126,-0.8766154,1.0
-0.783406,0.79180247,-0.046213545,0.7954033,-0.7051809,0.6009334,0.90327114,0.88388664,0.7968014,-0.51889557,0.44584572,0.026042681,0.7618404,-0.90982336,-0.8268252,0.62232476,-0.12349676,0.72179013,-0.24368048,0.93669724,0.92700076,0.8314426,-0.6262536,-0.3694429,-0.047722988,0.7706554,-0.89924854,-0.45130464,0.968188,0.2621871,-0.65743697,-0.10457626,-0.9599601,-0.8628957,-0.9426129,0.96617424,-0.49176282,0.82065016,0.9243432,0.63832974,-0.45734838,0.6086604,-0.40841958,-0.81017166,-0.6173986,-0.8992244,-0.8804853,-0.74361813,-0.06482454,-0.3459203,-0.69989294,-0.04447051,0.82097876,0.62963283,0.753209,0.9296964,0.6078986,-0.77632767,0.22567128,0.70430386,-0.66476125,-0.6343308,-0.9088482,-0.56377214,-0.10986027,-0.64645654,0.49244067,-0.74405247,-0.5611052,-0.87137663,-0.6118504,0.712414,0.240864,-0.91642535,0.8152253,-0.7871655,-0.423341,0.09888119,0.67620736,-0.9068824,0.19062744,4.749802e-05,0.36220095,0.67076504,0.055917356,-0.5570668,-0.19774425,0.83901125,0.79905134,-0.429233,-0.43344688,0.3158283,0.39089328,-0.48950568,0.51486504,0.46955633,0.8340766,-0.82932615,-0.3123242,0.9245863,-0.5885247,0.72996795,0.7840526,0.77464086,0.7115495,-0.9403498,-0.9705977,-0.9138442,-0.20352697,0.8325507,-0.63633543,0.3856057,-0.64833754,0.017047573,0.7397766,-0.5235165,-0.5312359,0.33588308,0.2585226,-0.6254371,0.017386584,0.37392735,-0.42694843,0.9227053,0.7171849,0.6966389,-0.76342684,-0.87089163,1.0
